date	sample_id
8/10/11	NS-OP_11_0129
8/10/11	NS-OP_11_0131
8/10/11	NS-OP_11_0132
8/10/11	NS-OP_11_0133
8/10/11	NS-OP_11_0134
8/10/11	NS-OP_11_0138
8/10/11	NS-OP_11_0139
8/10/11	NS-OP_11_0140
8/10/11	NS-OP_11_0142
8/10/11	NS-OP_11_0143
8/10/11	NS-OP_11_0149
8/10/11	NS-OP_11_0150
7/21/11	NS-OP_11_0001
7/21/11	NS-OP_11_0002
7/21/11	NS-OP_11_0003
7/21/11	NS-OP_11_0005
7/21/11	NS-OP_11_0006
7/21/11	NS-OP_11_0007
7/21/11	NS-OP_11_0009
7/21/11	NS-OP_11_0010
7/21/11	NS-OP_11_0011
7/21/11	NS-OP_11_0012
7/21/11	NS-OP_11_0013
7/21/11	NS-OP_11_0017
7/21/11	NS-OP_11_0019
7/21/11	NS-OP_11_0021
7/21/11	NS-OP_11_0022
7/21/11	NS-OP_11_0023
7/28/11	NS-OP_11_0028
7/28/11	NS-OP_11_0029
7/28/11	NS-OP_11_0030
7/28/11	NS-OP_11_0031
7/28/11	NS-OP_11_0032
7/28/11	NS-OP_11_0033
7/28/11	NS-OP_11_0037
7/28/11	NS-OP_11_0040
7/28/11	NS-OP_11_0044
7/28/11	NS-OP_11_0046
7/28/11	NS-OP_11_0049
7/28/11	NS-OP_11_0052
7/28/11	NS-OP_11_0053
7/28/11	NS-OP_11_0054
7/28/11	NS-OP_11_0055
7/28/11	NS-OP_11_0056
7/28/11	NS-OP_11_0059
7/28/11	NS-OP_11_0061
7/28/11	NS-OP_11_0062
7/28/11	NS-OP_11_0068
7/28/11	NS-OP_11_0069
7/28/11	NS-OP_11_0071
7/28/11	NS-OP_11_0072
7/28/11	NS-OP_11_0073
7/28/11	NS-OP_11_0079
7/28/11	NS-OP_11_0080
7/28/11	NS-OP_11_0083
7/28/11	NS-OP_11_0084
7/28/11	NS-OP_11_0085
7/28/11	NS-OP_11_0086
7/28/11	NS-OP_11_0089
7/28/11	NS-OP_11_0091
7/28/11	NS-OP_11_0092
7/28/11	NS-OP_11_0094
	NS-OP_11_0095
7/28/11	NS-OP_11_0101
7/28/11	NS-OP_11_0102
7/28/11	NS-OP_11_0103
7/28/11	NS-OP_11_0104
7/28/11	NS-OP_11_0105
7/28/11	NS-OP_11_0109
7/28/11	NS-OP_11_0110
7/28/11	NS-OP_11_0111
7/28/11	NS-OP_11_0113
8/10/11	NS-OP_11_0116
8/10/11	NS-OP_11_0118
8/10/11	NS-OP_11_0120
8/10/11	NS-OP_11_0122
8/10/11	NS-OP_11_0123
8/10/11	NS-OP_11_0127
8/10/11	NS-OP_11_0130
8/10/11	NS-OP_11_0135
8/10/11	NS-OP_11_0136
8/10/11	NS-OP_11_0137
8/10/11	NS-OP_11_0141
8/10/11	NS-OP_11_0144
8/10/11	NS-OP_11_0145
8/10/11	NS-OP_11_0146
8/10/11	NS-OP_11_0147
8/10/11	NS-OP_11_0148
8/10/11	NS-OP_11_0151
8/03/11	NSant_11_SS_0113
8/03/11	NSant_11_SS_0114
8/03/11	NSant_11_SS_0115
8/18/11	NSant_11_SS_0120
8/18/11	NSant_11_SS_0122
8/30/11	NSant_11_SS_0123
8/30/11	NSant_11_SS_0148
8/23/11	NSant_11_SS_0153
8/09/11	NSant_11_SS_0174
8/23/11	NSant_11_SS_0178
8/23/11	NSant_11_SS_0182
9/20/11	NSant_11_SS_0196
10/03/11	NSant_11_SS_0261
10/03/11	NSant_11_SS_0263
10/03/11	NSant_11_SS_0267
10/03/11	NSant_11_SS_0272
10/03/11	NSant_11_SS_0275
10/03/11	NSant_11_SS_0278
10/03/11	NSant_11_SS_0281
10/03/11	NSant_11_SS_0286
10/03/11	NSant_11_SS_0289
10/03/11	NSant_11_SS_0290
9/13/11	NSant_11_SS_0606
9/13/11	NSant_11_SS_0608
9/07/11	NSant_11_SS_0610
9/20/11	NSant_11_SS_0617
9/07/11	NSant_11_SS_0635
9/07/11	NSant_11_SS_0641
9/20/11	NSant_11_SS_0644
9/20/11	NSant_11_SS_0649
10/03/11	NSant_11_SS_0651
	NSant_11_SS_0653
9/27/11	NSant_11_SS_0660
9/27/11	NSant_11_SS_0666
10/03/11	NSant_11_SS_0694
10/03/11	NSant_11_SS_0710
10/03/11	NSant_11_SS_0719
10/03/11	NSant_11_SS_0729
9/27/11	NSant_11_SS_0739
9/27/11	NSant_11_SS_0744
10/03/11	NSant_11_SS_0756
10/03/11	NSant_11_SS_0773
9/13/11	NSant_11_SS_0126
8/18/11	NSant_11_SS_0127
9/13/11	NSant_11_SS_0128
8/23/11	NSant_11_SS_0133
8/23/11	NSant_11_SS_0137
8/23/11	NSant_11_SS_0138
8/03/11	NSant_11_SS_0142
9/13/11	NSant_11_SS_0144
9/13/11	NSant_11_SS_0145
9/13/11	NSant_11_SS_0146
9/13/11	NSant_11_SS_0147
8/30/11	NSant_11_SS_0149
9/13/11	NSant_11_SS_0150
8/09/11	NSant_11_SS_0158
8/18/11	NSant_11_SS_0160
9/20/11	NSant_11_SS_0162
8/23/11	NSant_11_SS_0166
8/30/11	NSant_11_SS_0167
8/30/11	NSant_11_SS_0168
9/20/11	NSant_11_SS_0169
9/20/11	NSant_11_SS_0170
8/09/11	NSant_11_SS_0176
8/30/11	NSant_11_SS_0183
8/18/11	NSant_11_SS_0191
8/18/11	NSant_11_SS_0192
9/20/11	NSant_11_SS_0195
9/20/11	NSant_11_SS_0197
10/03/11	NSant_11_SS_0270
10/03/11	NSant_11_SS_0276
10/03/11	NSant_11_SS_0283
10/03/11	NSant_11_SS_0295
9/20/11	NSant_11_SS_0601
9/20/11	NSant_11_SS_0603
9/20/11	NSant_11_SS_0613
9/30/11	NSant_11_SS_0620
9/07/11	NSant_11_SS_0621
9/07/11	NSant_11_SS_0624
9/07/11	NSant_11_SS_0626
9/20/11	NSant_11_SS_0631
9/07/11	NSant_11_SS_0633
9/07/11	NSant_11_SS_0634
9/27/11	NSant_11_SS_0647
9/27/11	NSant_11_SS_0668
10/03/11	NSant_11_SS_0677
9/27/11	NSant_11_SS_0680
9/27/11	NSant_11_SS_0682
9/27/11	NSant_11_SS_0685
10/03/11	NSant_11_SS_0689
9/27/11	NSant_11_SS_0704
9/27/11	NSant_11_SS_0711
9/27/11	NSant_11_SS_0712
9/27/11	NSant_11_SS_0714
10/03/11	NSant_11_SS_0720
9/27/11	NSant_11_SS_0721
9/27/11	NSant_11_SS_0741
9/27/11	NSant_11_SS_0746
9/27/11	NSant_11_SS_0752
10/03/11	NSant_11_SS_0761
9/13/11	NSant_11_SS_0766
10/03/11	NSant_11_SS_0769
9/13/11	NSant_11_SS_0772
9/13/11	NSant_11_SS_0774
8/18/11	NSant_11_SS_0121
8/23/11	NSant_11_SS_0139
9/13/11	NSant_11_SS_0172
10/03/11	NSant_11_SS_0268
10/03/11	NSant_11_SS_0287
9/13/11	NSant_11_SS_0607
9/20/11	NSant_11_SS_0618
9/27/11	NSant_11_SS_0655
	NSant_11_SS_0663
9/27/11	NSant_11_SS_0665
9/27/11	NSant_11_SS_0670
9/27/11	NSant_11_SS_0671
10/03/11	NSant_11_SS_0673
	NSant_11_SS_0679
9/27/11	NSant_11_SS_0692
10/03/11	NSant_11_SS_0706
9/27/11	NSant_11_SS_0732
10/03/11	NSant_11_SS_0778
	NSant_11_SS_0783
10/03/11	NSant_11_SS_0837
10/03/11	NSant_11_SS_0838
10/03/11	NSant_11_SS_0839
8/30/11	NSant_11_SS_0125
8/03/11	NSant_11_SS_0129
8/09/11	NSant_11_SS_0130
8/09/11	NSant_11_SS_0131
8/23/11	NSant_11_SS_0136
9/20/11	NSant_11_SS_0151
8/18/11	NSant_11_SS_0154
8/09/11	NSant_11_SS_0155
8/09/11	NSant_11_SS_0156
8/09/11	NSant_11_SS_0157
9/20/11	NSant_11_SS_0161
9/20/11	NSant_11_SS_0171
8/09/11	NSant_11_SS_0173
8/09/11	NSant_11_SS_0175
8/23/11	NSant_11_SS_0177
8/23/11	NSant_11_SS_0179
9/20/11	NSant_11_SS_0186
8/23/11	NSant_11_SS_0188
9/20/11	NSant_11_SS_0190
9/20/11	NSant_11_SS_0198
9/20/11	NSant_11_SS_0199
9/20/11	NSant_11_SS_0200
10/03/11	NSant_11_SS_0266
10/03/11	NSant_11_SS_0269
10/03/11	NSant_11_SS_0277
10/03/11	NSant_11_SS_0285
10/03/11	NSant_11_SS_0296
10/03/11	NSant_11_SS_0298
9/07/11	NSant_11_SS_0609
9/20/11	NSant_11_SS_0611
9/20/11	NSant_11_SS_0612
9/20/11	NSant_11_SS_0614
9/07/11	NSant_11_SS_0623
9/07/11	NSant_11_SS_0625
9/20/11	NSant_11_SS_0628
9/29/11	NSant_11_SS_0636
9/29/11	NSant_11_SS_0639
9/20/11	NSant_11_SS_0642
9/27/11	NSant_11_SS_0646
9/27/11	NSant_11_SS_0650
9/22/11	NSant_11_SS_0658
9/29/11	NSant_11_SS_0662
9/27/11	NSant_11_SS_0674
10/03/11	NSant_11_SS_0675
9/27/11	NSant_11_SS_0684
9/27/11	NSant_11_SS_0686
9/27/11	NSant_11_SS_0687
10/03/11	NSant_11_SS_0696
10/03/11	NSant_11_SS_0698
9/27/11	NSant_11_SS_0703
9/27/11	NSant_11_SS_0705
10/03/11	NSant_11_SS_0708
10/03/11	NSant_11_SS_0709
9/29/11	NSant_11_SS_0724
9/13/11	NSant_11_SS_0725
10/03/11	NSant_11_SS_0727
10/03/11	NSant_11_SS_0728
9/27/11	NSant_11_SS_0737
9/27/11	NSant_11_SS_0738
9/27/11	NSant_11_SS_0740
9/27/11	NSant_11_SS_0742
9/27/11	NSant_11_SS_0754
10/03/11	NSant_11_SS_0760
10/03/11	NSant_11_SS_0762
10/03/11	NSant_11_SS_0767
10/03/11	NSant_11_SS_0768
10/03/11	NSant_11_SS_0775
9/13/11	NSant_11_SS_0776
10/03/11	NSant_11_SS_0777
10/03/11	NSant_11_SS_0779
10/03/11	NSant_11_SS_0840
6/1/12	NS-OP_12_0011
6/1/12	NS-OP_12_0012
6/1/12	NS-OP_12_0013
6/1/12	NS-OP_12_0015
6/1/12	NS-OP_12_0019
6/1/12	NS-OP_12_0020
6/1/12	NS-OP_12_0021
6/1/12	NS-OP_12_0022
6/1/12	NS-OP_12_0023
6/14/12	NS-OP_12_0026
6/14/12	NS-OP_12_0034
6/14/12	NS-OP_12_0049
6/14/12	NS-OP_12_0050
6/14/12	NS-OP_12_0051
6/14/12	NS-OP_12_0053
6/14/12	NS-OP_12_0054
6/14/12	NS-OP_12_0055
6/14/12	NS-OP_12_0056
6/14/12	NS-OP_12_0057
6/14/12	NS-OP_12_0058
6/14/12	NS-OP_12_0059
6/14/12	NS-OP_12_0060
6/14/12	NS-OP_12_0062
6/14/12	NS-OP_12_0063
6/14/12	NS-OP_12_0064
6/14/12	NS-OP_12_0065
6/14/12	NS-OP_12_0068
6/14/12	NS-OP_12_0069
6/14/12	NS-OP_12_0071
7/8/12	NS-OP_12_0082
7/8/12	NS-OP_12_0083
7/8/12	NS-OP_12_0084
7/8/12	NS-OP_12_0085
7/8/12	NS-OP_12_0086
7/8/12	NS-OP_12_0087
7/8/12	NS-OP_12_0088
7/8/12	NS-OP_12_0089
7/8/12	NS-OP_12_0090
7/8/12	NS-OP_12_0091
7/8/12	NS-OP_12_0093
7/10/12	NS-OP_12_0094
7/10/12	NS-OP_12_0111
7/10/12	NS-OP_12_0126
7/10/12	NS-OP_12_0127
7/10/12	NS-OP_12_0128
7/10/12	NS-OP_12_0129
7/10/12	NS-OP_12_0130
7/10/12	NS-OP_12_0131
7/10/12	NS-OP_12_0132
7/10/12	NS-OP_12_0133
7/10/12	NS-OP_12_0134
7/10/12	NS-OP_12_0135
7/10/12	NS-OP_12_0137
7/10/12	NS-OP_12_0138
7/10/12	NS-OP_12_0139
7/10/12	NS-OP_12_0140
7/10/12	NS-OP_12_0141
7/10/12	NS-OP_12_0142
7/10/12	NS-OP_12_0143
7/10/12	NS-OP_12_0144
7/10/12	NS-OP_12_0145
7/10/12	NS-OP_12_0146
7/10/12	NS-OP_12_0147
7/10/12	NS-OP_12_0148
7/10/12	NS-OP_12_0149
7/10/12	NS-OP_12_0150
7/10/12	NS-OP_12_0151
7/12/12	NS-OP_12_0156
7/12/12	NS-OP_12_0158
7/12/12	NS-OP_12_0162
7/12/12	NS-OP_12_0165
7/18/12	NS-OP_12_0166
7/18/12	NS-OP_12_0167
7/27/12	NS-OP_12_0186
7/27/12	NS-OP_12_0187
7/27/12	NS-OP_12_0188
7/27/12	NS-OP_12_0189
7/27/12	NS-OP_12_0191
7/27/12	NS-OP_12_0192
7/27/12	NS-OP_12_0193
7/27/12	NS-OP_12_0194
7/27/12	NS-OP_12_0195
7/27/12	NS-OP_12_0196
7/27/12	NS-OP_12_0197
7/27/12	NS-OP_12_0198
7/27/12	NS-OP_12_0199
7/27/12	NS-OP_12_0200
7/27/12	NS-OP_12_0201
7/27/12	NS-OP_12_0202
8/1/12	NS-OP_12_0213
8/1/12	NS-OP_12_0214
8/1/12	NS-OP_12_0215
8/1/12	NS-OP_12_0216
8/1/12	NS-OP_12_0220
8/1/12	NS-OP_12_0221
8/1/12	NS-OP_12_0222
8/1/12	NS-OP_12_0223
8/3/12	NS-OP_12_0231
8/3/12	NS-OP_12_0232
8/3/12	NS-OP_12_0233
8/3/12	NS-OP_12_0234
8/6/12	NS-OP_12_0246
8/6/12	NS-OP_12_0247
8/6/12	NS-OP_12_0248
8/6/12	NS-OP_12_0250
8/6/12	NS-OP_12_0251
8/6/12	NS-OP_12_0253
8/6/12	NS-OP_12_0254
8/6/12	NS-OP_12_0255
8/6/12	NS-OP_12_0256
8/6/12	NS-OP_12_0257
8/6/12	NS-OP_12_0258
6/1/12	NS-OP_12_0001
6/1/12	NS-OP_12_0002
6/1/12	NS-OP_12_0003
6/1/12	NS-OP_12_0004
6/1/12	NS-OP_12_0005
6/1/12	NS-OP_12_0006
6/1/12	NS-OP_12_0007
6/1/12	NS-OP_12_0008
6/1/12	NS-OP_12_0009
6/1/12	NS-OP_12_0010
6/1/12	NS-OP_12_0014
6/1/12	NS-OP_12_0016
6/1/12	NS-OP_12_0017
6/1/12	NS-OP_12_0018
6/1/12	NS-OP_12_0024
6/1/12	NS-OP_12_0025
6/14/12	NS-OP_12_0027
6/14/12	NS-OP_12_0028
6/14/12	NS-OP_12_0029
6/14/12	NS-OP_12_0030
6/14/12	NS-OP_12_0031
6/14/12	NS-OP_12_0032
6/14/12	NS-OP_12_0033
6/14/12	NS-OP_12_0035
6/14/12	NS-OP_12_0036
6/14/12	NS-OP_12_0037
6/14/12	NS-OP_12_0038
6/14/12	NS-OP_12_0039
6/14/12	NS-OP_12_0040
6/14/12	NS-OP_12_0041
6/14/12	NS-OP_12_0042
6/14/12	NS-OP_12_0043
6/14/12	NS-OP_12_0044
6/14/12	NS-OP_12_0045
6/14/12	NS-OP_12_0046
6/14/12	NS-OP_12_0047
6/14/12	NS-OP_12_0048
6/14/12	NS-OP_12_0052
6/14/12	NS-OP_12_0061
6/14/12	NS-OP_12_0066
6/14/12	NS-OP_12_0067
6/14/12	NS-OP_12_0070
7/8/12	NS-OP_12_0072
7/8/12	NS-OP_12_0073
7/8/12	NS-OP_12_0074
7/8/12	NS-OP_12_0075
7/8/12	NS-OP_12_0076
7/8/12	NS-OP_12_0077
7/8/12	NS-OP_12_0078
7/8/12	NS-OP_12_0079
7/8/12	NS-OP_12_0080
7/8/12	NS-OP_12_0081
7/8/12	NS-OP_12_0092
7/10/12	NS-OP_12_0095
7/10/12	NS-OP_12_0096
7/10/12	NS-OP_12_0097
7/10/12	NS-OP_12_0098
7/10/12	NS-OP_12_0099
7/10/12	NS-OP_12_0100
7/10/12	NS-OP_12_0101
7/10/12	NS-OP_12_0102
7/10/12	NS-OP_12_0103
7/10/12	NS-OP_12_0104
7/10/12	NS-OP_12_0105
7/10/12	NS-OP_12_0106
7/10/12	NS-OP_12_0107
7/10/12	NS-OP_12_0108
7/10/12	NS-OP_12_0109
7/10/12	NS-OP_12_0110
7/10/12	NS-OP_12_0112
7/10/12	NS-OP_12_0113
7/10/12	NS-OP_12_0114
7/10/12	NS-OP_12_0115
7/10/12	NS-OP_12_0116
7/10/12	NS-OP_12_0117
7/10/12	NS-OP_12_0118
7/10/12	NS-OP_12_0119
7/10/12	NS-OP_12_0120
7/10/12	NS-OP_12_0121
7/10/12	NS-OP_12_0122
7/10/12	NS-OP_12_0123
7/10/12	NS-OP_12_0124
7/10/12	NS-OP_12_0125
7/10/12	NS-OP_12_0136
7/12/12	NS-OP_12_0152
7/12/12	NS-OP_12_0153
7/12/12	NS-OP_12_0154
7/12/12	NS-OP_12_0155
7/12/12	NS-OP_12_0157
7/12/12	NS-OP_12_0159
7/12/12	NS-OP_12_0160
7/12/12	NS-OP_12_0161
7/12/12	NS-OP_12_0163
7/12/12	NS-OP_12_0164
7/18/12	NS-OP_12_0168
7/18/12	NS-OP_12_0169
7/18/12	NS-OP_12_0170
7/18/12	NS-OP_12_0171
7/18/12	NS-OP_12_0172
7/27/12	NS-OP_12_0173
7/27/12	NS-OP_12_0174
7/27/12	NS-OP_12_0175
7/27/12	NS-OP_12_0176
7/27/12	NS-OP_12_0177
7/27/12	NS-OP_12_0178
7/27/12	NS-OP_12_0179
7/27/12	NS-OP_12_0180
7/27/12	NS-OP_12_0181
7/27/12	NS-OP_12_0182
7/27/12	NS-OP_12_0183
7/27/12	NS-OP_12_0184
7/27/12	NS-OP_12_0185
7/27/12	NS-OP_12_0190
8/1/12	NS-OP_12_0203
8/1/12	NS-OP_12_0204
8/1/12	NS-OP_12_0205
8/1/12	NS-OP_12_0206
8/1/12	NS-OP_12_0207
8/1/12	NS-OP_12_0208
8/1/12	NS-OP_12_0209
8/1/12	NS-OP_12_0210
8/1/12	NS-OP_12_0211
8/1/12	NS-OP_12_0212
8/1/12	NS-OP_12_0217
8/1/12	NS-OP_12_0218
8/1/12	NS-OP_12_0219
8/1/12	NS-OP_12_0224
8/3/12	NS-OP_12_0225
8/3/12	NS-OP_12_0226
8/3/12	NS-OP_12_0227
8/3/12	NS-OP_12_0228
8/3/12	NS-OP_12_0229
8/3/12	NS-OP_12_0230
8/3/12	NS-OP_12_0235
8/6/12	NS-OP_12_0236
8/6/12	NS-OP_12_0237
8/6/12	NS-OP_12_0238
8/6/12	NS-OP_12_0239
8/6/12	NS-OP_12_0240
8/6/12	NS-OP_12_0241
8/6/12	NS-OP_12_0242
8/6/12	NS-OP_12_0243
8/6/12	NS-OP_12_0244
8/6/12	NS-OP_12_0245
8/6/12	NS-OP_12_0249
8/6/12	NS-OP_12_0252
9/18/12	NS-SS_12_0016
10/11/12	NS-SS_12_0103
10/11/12	NS-SS_12_0149
7/31/12	NS-SS_12_0002
7/16/12	NS-SS_12_0012
10/03/12	NS-SS_12_0121
7/16/12	NS-SS_12_0001
7/31/12	NS-SS_12_0003
8/02/12	NS-SS_12_0004
8/13/12	NS-SS_12_0005
9/18/12	NS-SS_12_0011
7/31/12	NS-SS_12_0022
8/13/12	NS-SS_12_0023
8/27/12	NS-SS_12_0024
9/24/12	NS-SS_12_0026
10/03/12	NS-SS_12_0031
10/02/12	NS-SS_12_0036
10/02/12	NS-SS_12_0039
9/05/12	NS-SS_12_0041
10/02/12	NS-SS_12_0045
8/13/12	NS-SS_12_0047
8/13/12	NS-SS_12_0048
9/24/12	NS-SS_12_0055
9/25/12	NS-SS_12_0059
9/11/12	NS-SS_12_0061
9/25/12	NS-SS_12_0065
9/25/12	NS-SS_12_0075
9/25/12	NS-SS_12_0077
9/10/12	NS-SS_12_0081
10/02/12	NS-SS_12_0085
9/10/12	NS-SS_12_0088
10/03/12	NS-SS_12_0091
9/10/12	NS-SS_12_0092
10/02/12	NS-SS_12_0094
9/05/12	NS-SS_12_0095
10/11/12	NS-SS_12_0097
10/11/12	NS-SS_12_0145
10/11/12	NS-SS_12_0158
10/03/12	NS-SS_12_0160
10/11/12	NS-SS_12_0163
10/03/12	NS-SS_12_0174
10/11/12	NS-SS_12_0203
10/11/12	NS-SS_12_0207
10/11/12	NS-SS_12_0216
10/11/12	NS-SS_12_0333
8/21/12	NS-SS_12_0032
10/09/12	NS-SS_12_0126
9/25/12	NS-SS_12_0052
9/05/12	NS-SS_12_0042
10/02/12	NS-SS_12_0058
9/10/12	NS-SS_12_0084
10/03/12	NS-SS_12_0150
8/27/12	NS-SS_12_0007
9/18/12	NS-SS_12_0014
9/18/12	NS-SS_12_0015
8/21/12	NS-SS_12_0020
9/25/12	NS-SS_12_0027
10/03/12	NS-SS_12_0028
10/02/12	NS-SS_12_0029
9/25/12	NS-SS_12_0034
9/24/12	NS-SS_12_0035
8/06/12	NS-SS_12_0040
9/24/12	NS-SS_12_0043
10/02/12	NS-SS_12_0044
9/25/12	NS-SS_12_0053
10/02/12	NS-SS_12_0054
9/10/12	NS-SS_12_0056
8/21/12	NS-SS_12_0064
9/10/12	NS-SS_12_0068
9/10/12	NS-SS_12_0069
9/10/12	NS-SS_12_0070
9/18/12	NS-SS_12_0071
9/25/12	NS-SS_12_0078
9/05/12	NS-SS_12_0079
9/05/12	NS-SS_12_0080
10/03/12	NS-SS_12_0086
10/03/12	NS-SS_12_0096
9/25/12	NS-SS_12_0111
9/25/12	NS-SS_12_0118
10/03/12	NS-SS_12_0122
10/03/12	NS-SS_12_0154
10/11/12	NS-SS_12_0168
10/11/12	NS-SS_12_0169
10/11/12	NS-SS_12_0230
6/10/13	NS-OP_13_0001
6/10/13	NS-OP_13_0002
6/10/13	NS-OP_13_0005
6/10/13	NS-OP_13_0006
6/10/13	NS-OP_13_0007
6/10/13	NS-OP_13_0008
6/10/13	NS-OP_13_0009
6/10/13	NS-OP_13_0010
6/10/13	NS-OP_13_0011
6/10/13	NS-OP_13_0013
6/10/13	NS-OP_13_0017
6/10/13	NS-OP_13_0018
6/10/13	NS-OP_13_0019
6/10/13	NS-OP_13_0020
6/10/13	NS-OP_13_0024
6/10/13	NS-OP_13_0028
6/10/13	NS-OP_13_0031
6/10/13	NS-OP_13_0032
6/10/13	NS-OP_13_0033
6/10/13	NS-OP_13_0039
6/10/13	NS-OP_13_0040
6/10/13	NS-OP_13_0042
6/10/13	NS-OP_13_0047
6/13/13	NS-OP_13_0054
6/13/13	NS-OP_13_0055
6/13/13	NS-OP_13_0057
6/13/13	NS-OP_13_0058
6/13/13	NS-OP_13_0064
6/13/13	NS-OP_13_0066
6/13/13	NS-OP_13_0068
6/13/13	NS-OP_13_0072
6/13/13	NS-OP_13_0080
6/13/13	NS-OP_13_0084
6/13/13	NS-OP_13_0085
6/13/13	NS-OP_13_0095
6/13/13	NS-OP_13_0096
6/13/13	NS-OP_13_0099
6/13/13	NS-OP_13_0100
6/20/13	NS-OP_13_0105
6/20/13	NS-OP_13_0110
6/20/13	NS-OP_13_0113
6/20/13	NS-OP_13_0116
6/20/13	NS-OP_13_0119
6/20/13	NS-OP_13_0120
6/20/13	NS-OP_13_0124
6/20/13	NS-OP_13_0126
6/20/13	NS-OP_13_0129
6/20/13	NS-OP_13_0131
6/20/13	NS-OP_13_0133
6/28/13	NS-OP_13_0138
6/28/13	NS-OP_13_0141
6/28/13	NS-OP_13_0142
6/28/13	NS-OP_13_0144
6/28/13	NS-OP_13_0149
6/28/13	NS-OP_13_0152
6/28/13	NS-OP_13_0155
6/28/13	NS-OP_13_0156
6/28/13	NS-OP_13_0158
6/28/13	NS-OP_13_0160
6/28/13	NS-OP_13_0161
6/28/13	NS-OP_13_0162
6/28/13	NS-OP_13_0164
6/28/13	NS-OP_13_0166
6/28/13	NS-OP_13_0168
6/28/13	NS-OP_13_0170
6/28/13	NS-OP_13_0172
6/28/13	NS-OP_13_0173
6/28/13	NS-OP_13_0178
6/28/13	NS-OP_13_0179
6/28/13	NS-OP_13_0181
6/28/13	NS-OP_13_0182
6/28/13	NS-OP_13_0183
6/28/13	NS-OP_13_0186
6/28/13	NS-OP_13_0192
6/28/13	NS-OP_13_0194
6/28/13	NS-OP_13_0195
7/1/13	NS-OP_13_0201
7/1/13	NS-OP_13_0202
7/1/13	NS-OP_13_0203
7/1/13	NS-OP_13_0204
7/1/13	NS-OP_13_0205
7/1/13	NS-OP_13_0206
7/1/13	NS-OP_13_0209
7/1/13	NS-OP_13_0211
7/1/13	NS-OP_13_0212
7/1/13	NS-OP_13_0214
7/1/13	NS-OP_13_0215
7/1/13	NS-OP_13_0221
7/1/13	NS-OP_13_0226
7/1/13	NS-OP_13_0227
7/1/13	NS-OP_13_0228
7/1/13	NS-OP_13_0229
7/1/13	NS-OP_13_0233
7/1/13	NS-OP_13_0238
7/1/13	NS-OP_13_0242
7/1/13	NS-OP_13_0243
7/1/13	NS-OP_13_0244
7/1/13	NS-OP_13_0245
7/1/13	NS-OP_13_0247
7/1/13	NS-OP_13_0248
7/3/13	NS-OP_13_0254
7/3/13	NS-OP_13_0255
7/3/13	NS-OP_13_0257
7/3/13	NS-OP_13_0258
7/3/13	NS-OP_13_0260
7/3/13	NS-OP_13_0263
7/3/13	NS-OP_13_0265
7/3/13	NS-OP_13_0266
7/3/13	NS-OP_13_0267
7/3/13	NS-OP_13_0268
7/3/13	NS-OP_13_0269
7/3/13	NS-OP_13_0270
7/3/13	NS-OP_13_0278
7/3/13	NS-OP_13_0279
7/3/13	NS-OP_13_0281
7/3/13	NS-OP_13_0283
7/3/13	NS-OP_13_0285
7/3/13	NS-OP_13_0286
7/3/13	NS-OP_13_0289
7/3/13	NS-OP_13_0291
7/3/13	NS-OP_13_0295
7/3/13	NS-OP_13_0296
7/3/13	NS-OP_13_0300
7/3/13	NS-OP_13_0301
