Offspring ID,Loci typed,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0410,11,8,1, 2.96788163516529E+0000, 0.00000000000000E+0000,,9,1, 1.60587852832720E+0001, 1.60587852832720E+0001,*,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0290,12,9,2,-3.00269565045131E+0000, 0.00000000000000E+0000,,9,2, 1.11053958103412E+0001, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_12_C_BD_NOR_M_0015,12,9,1, 2.55969167250305E+0000, 0.00000000000000E+0000,,9,3, 8.93653803779135E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0722,12,9,2,-1.76291909179978E+0000, 0.00000000000000E+0000,,9,3, 8.49738656016746E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0356,12,9,1, 3.33452152444909E+0000, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,2, 8.01709930074293E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0295,12,9,1, 2.92460770270251E+0000, 0.00000000000000E+0000,,NS-OP_13_0410,11,8,1, 2.96788163516529E+0000, 0.00000000000000E+0000,,9,2, 7.79779659031488E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0174,12,9,1, 1.21471733829793E+0000, 0.00000000000000E+0000,,9,3, 7.74483116050483E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0759,12,9,2,-1.42067172472044E+0000, 0.00000000000000E+0000,,NS-OP_13_0410,11,8,1, 2.96788163516529E+0000, 0.00000000000000E+0000,,9,2, 7.58483738628324E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0263,9,6,1, 1.76607058086034E+0000, 0.00000000000000E+0000,,NS-OP_13_0410,11,8,1, 2.96788163516529E+0000, 0.00000000000000E+0000,,9,1, 7.49886789841407E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0310,12,9,2,-2.89702864364922E+0000, 0.00000000000000E+0000,,9,3, 7.45733617051924E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1484,12,9,3,-6.76098988998610E+0000, 0.00000000000000E+0000,,9,3, 7.08757271301640E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0438,12,9,2,-3.71937825996759E+0000, 0.00000000000000E+0000,,9,3, 7.08579308908340E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0551,12,9,3,-7.07385517699384E+0000, 0.00000000000000E+0000,,9,3, 6.88140199018361E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1475,12,9,1, 4.16708387562845E-0001, 0.00000000000000E+0000,,9,3, 6.76933278587895E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1450,12,9,2,-2.09586018211516E+0000, 0.00000000000000E+0000,,9,3, 6.52321358961918E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0280,12,9,2,-4.12347173726541E+0000, 0.00000000000000E+0000,,9,3, 6.19362507902419E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0299,12,9,2,-2.64078200226712E+0000, 0.00000000000000E+0000,,9,3, 6.10358866393148E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_12_OP_HOR_M_0034,12,9,2,-4.94603574635305E+0000, 0.00000000000000E+0000,,9,3, 6.04666317988518E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0017,12,9,2, 1.16724389613801E+0000, 0.00000000000000E+0000,,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,3, 5.99567711565808E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0263,9,6,1, 1.76607058086034E+0000, 0.00000000000000E+0000,,NS_12_C_BD_NOR_M_0015,12,9,1, 2.55969167250305E+0000, 0.00000000000000E+0000,,9,2, 5.88359141585113E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0840,12,9,3,-8.23820400347817E+0000, 0.00000000000000E+0000,,9,3, 5.40207185106496E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0439,12,9,2,-1.24385483752862E+0000, 0.00000000000000E+0000,,9,3, 5.39192565271453E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0263,9,6,1, 1.76607058086034E+0000, 0.00000000000000E+0000,,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,2, 5.27827090008855E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0253,12,9,3,-6.04421527129149E+0000, 0.00000000000000E+0000,,9,3, 5.18990165534087E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_11_OP_HOR_M_0145,12,9,2,-3.40948800232779E+0000, 0.00000000000000E+0000,,9,3, 5.18151929876647E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1583,12,9,3,-8.64673247130929E+0000, 0.00000000000000E+0000,,9,3, 5.08140354316773E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_OP_HOR_F_0065,12,9,2, 4.75133370281728E-0001, 0.00000000000000E+0000,,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,3, 4.85405355481081E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0263,9,6,1, 1.76607058086034E+0000, 0.00000000000000E+0000,,NS-OP_13_0310,12,9,2,-2.89702864364922E+0000, 0.00000000000000E+0000,,9,2, 4.70140659743400E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0540,12,9,2,-4.27457252450971E+0000, 0.00000000000000E+0000,,9,3, 4.49898025204244E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0295,12,9,1, 2.92460770270251E+0000, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 3.89815120478134E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_Out_13_1200,12,9,2,-1.75610745241886E+0000, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 3.84933229219408E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_OP_HOR_F_0081,12,9,2,-1.36971791322085E+0000, 0.00000000000000E+0000,,NS-OP_13_0937,12,9,3,-3.49612229268637E+0000, 0.00000000000000E+0000,,9,3, 3.84590700014723E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_OP_HOR_F_0065,12,9,2, 4.75133370281728E-0001, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 3.71386332576593E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0267,12,9,2,-3.26604532603376E-0001, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 3.69031339704643E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0143,12,9,4,-1.06690388330286E+0001, 0.00000000000000E+0000,,9,4, 3.15846020949514E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0500,12,9,2,-1.44543789968446E+0000, 0.00000000000000E+0000,,NS_12_C_BD_NOR_M_0230,12,9,1, 1.98086947949895E+0000, 0.00000000000000E+0000,,9,3, 3.09086041481692E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1691,12,9,2,-1.77613699017914E+0000, 0.00000000000000E+0000,,9,4, 2.83769375838990E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_1120,12,9,2,-3.03048916211050E+0000, 0.00000000000000E+0000,,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,3, 2.67148097328272E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0974,12,9,2,-9.83617525277341E-0001, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 2.66626389604926E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_SS_13_0201,8,6,1,-1.14097963877543E+0000, 0.00000000000000E+0000,,9,3, 2.57625159163442E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0295,12,9,1, 2.92460770270251E+0000, 0.00000000000000E+0000,,NS-OP_13_0883,12,9,3,-5.40943611465388E+0000, 0.00000000000000E+0000,,9,3, 2.56372403934078E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0527,12,9,2,-1.67642485824185E+0000, 0.00000000000000E+0000,,9,4, 2.51994442069386E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_12_OP_HOR_F_0052,12,9,2,-2.32740305615041E+0000, 0.00000000000000E+0000,,NS_11_C_BD_NOR_M_0175,12,9,2,-7.28783624131171E-0001, 0.00000000000000E+0000,,9,3, 2.30021993554669E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0879,12,9,3,-5.80490104227265E+0000, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 2.29639889343053E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_Out_13_1616,12,9,1,-7.35840660231668E-0002, 0.00000000000000E+0000,,NS-OP_13_0533,12,9,3,-3.40758741887143E+0000, 0.00000000000000E+0000,,9,3, 2.29555819489041E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_1123,12,9,2,-3.06266145412936E+0000, 0.00000000000000E+0000,,9,4, 2.14587713040955E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_11_OP_HOR_M_0001,12,9,2,-3.74814227941918E+0000, 0.00000000000000E+0000,,9,4, 2.14218073450618E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0204,12,9,3,-4.92543661124640E+0000, 0.00000000000000E+0000,,NS_Out_13_1297,12,9,2,-2.69634616551100E+0000, 0.00000000000000E+0000,,9,3, 2.08588479646521E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_OP_HOR_F_0058,12,9,2,-2.44525417695809E+0000, 0.00000000000000E+0000,,NS-OP_13_0533,12,9,3,-3.40758741887143E+0000, 0.00000000000000E+0000,,9,3, 1.95062449143411E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0008,12,9,2,-1.57827047415819E+0000, 0.00000000000000E+0000,,NS_12_OP_HOR_M_0188,12,9,3,-4.65311249021471E+0000, 0.00000000000000E+0000,,9,3, 1.94848540406849E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0127,12,9,2,-2.13583597666393E+0000, 0.00000000000000E+0000,,NS-OP_13_0078,12,9,2,-2.02812477927100E+0000, 0.00000000000000E+0000,,9,3, 1.94230499147025E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0294,12,9,2,-3.07134889519029E+0000, 0.00000000000000E+0000,,9,4, 1.92884384511383E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1297,12,9,2,-2.69634616551100E+0000, 0.00000000000000E+0000,,9,4, 1.86850758939593E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0043,12,9,3,-4.48997249162064E+0000, 0.00000000000000E+0000,,9,4, 1.85951501212688E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0425,12,9,3,-5.72828361435510E+0000, 0.00000000000000E+0000,,9,4, 1.83687816665340E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_11_OP_HOR_M_0049,12,9,3,-7.14241159794785E+0000, 0.00000000000000E+0000,,9,4, 1.83106015300685E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0267,12,9,2,-3.26604532603376E-0001, 0.00000000000000E+0000,,NS-OP_13_0542,12,9,2,-2.55370170098849E+0000, 0.00000000000000E+0000,,9,3, 1.76717026065570E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,4, 1.73995344340461E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_12_OP_HOR_F_0009,12,9,3,-7.54175128717695E+0000, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 1.72964484241443E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0597,7,6,2,-7.13112362117578E+0000, 0.00000000000000E+0000,,9,3, 1.72073337515298E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0500,12,9,2,-1.44543789968446E+0000, 0.00000000000000E+0000,,NS-OP_13_0078,12,9,2,-2.02812477927100E+0000, 0.00000000000000E+0000,,9,3, 1.68987696600986E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_1119,12,9,4,-1.15245785893314E+0001, 0.00000000000000E+0000,,9,4, 1.64014493896437E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0267,12,9,2,-3.26604532603376E-0001, 0.00000000000000E+0000,,NS-OP_13_0299,12,9,2,-2.64078200226712E+0000, 0.00000000000000E+0000,,9,3, 1.63415464443859E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_Out_13_1217,12,9,2,-3.74964510559606E+0000, 0.00000000000000E+0000,,NS-OP_13_0937,12,9,3,-3.49612229268637E+0000, 0.00000000000000E+0000,,9,3, 1.62789893021370E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_11_C_BD_NOR_M_0175,12,9,2,-7.28783624131171E-0001, 0.00000000000000E+0000,,9,4, 1.59589188889048E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_OP_HOR_F_0058,12,9,2,-2.44525417695809E+0000, 0.00000000000000E+0000,,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,3, 1.57430083680163E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_OP_HOR_F_0087,12,9,2,-3.09602689919922E+0000, 0.00000000000000E+0000,,NS-OP_13_0941,12,9,1, 3.29786148464315E+0000, 3.29786148464315E+0000,*,9,3, 1.57079728585291E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0759,12,9,2,-1.42067172472044E+0000, 0.00000000000000E+0000,,NS-OP_13_0439,12,9,2,-1.24385483752862E+0000, 0.00000000000000E+0000,,9,3, 1.52934770438611E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0075,12,9,3,-8.02558853770743E+0000, 0.00000000000000E+0000,,9,4, 1.50432992156797E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0127,12,9,2,-2.13583597666393E+0000, 0.00000000000000E+0000,,NS_11_C_BD_NOR_M_0671,11,8,2,-1.94191156593520E+0000, 0.00000000000000E+0000,,9,3, 1.41259884997298E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_12_OP_HOR_F_0159,12,9,2,-4.25298630679177E+0000, 0.00000000000000E+0000,,NS-OP_13_0609,12,9,2, 3.87573668758008E-0001, 0.00000000000000E+0000,,9,3, 1.40503551555934E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0733,12,9,4,-1.13582820240658E+0001, 0.00000000000000E+0000,,9,4, 1.40159099508199E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_1517,12,9,4,-1.11947919587538E+0001, 0.00000000000000E+0000,,9,4, 1.38611300366239E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0702,12,9,3,-8.02661086838516E+0000, 0.00000000000000E+0000,,9,4, 1.31045366223039E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_12_C_BD_NOR_M_0032,9,6,2,-7.14168831998650E+0000, 0.00000000000000E+0000,,9,3, 1.30717924593234E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0759,12,9,2,-1.42067172472044E+0000, 0.00000000000000E+0000,,NS-OP_13_0883,12,9,3,-5.40943611465388E+0000, 0.00000000000000E+0000,,9,3, 1.30700147066084E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0708,12,9,2,-3.47904221777640E+0000, 0.00000000000000E+0000,,9,4, 1.28951713234388E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0375,12,9,4,-1.13798003569493E+0001, 0.00000000000000E+0000,,9,4, 1.28826913839520E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0222,12,9,4,-1.12085069383027E+0001, 0.00000000000000E+0000,,9,4, 1.28234386029096E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_12_OP_HOR_M_0131,12,9,4,-1.12324034319974E+0001, 0.00000000000000E+0000,,9,4, 1.28217482769384E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0670,12,9,3,-8.68489806771573E+0000, 0.00000000000000E+0000,,9,4, 1.28000089252073E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0162,12,9,2,-2.11412390368569E+0000, 0.00000000000000E+0000,,NS-OP_13_0410,11,8,1, 2.96788163516529E+0000, 0.00000000000000E+0000,,9,3, 1.27876827603775E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0880,12,9,3,-7.76876151423739E+0000, 0.00000000000000E+0000,,9,4, 1.27532522888923E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_1015,12,9,3,-8.73299533960709E+0000, 0.00000000000000E+0000,,9,4, 1.27207909679286E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0127,12,9,2,-2.13583597666393E+0000, 0.00000000000000E+0000,,NS_12_OP_HOR_M_0188,12,9,3,-4.65311249021471E+0000, 0.00000000000000E+0000,,9,3, 1.25927176852419E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_1166,12,9,3,-6.88614319844162E+0000, 0.00000000000000E+0000,,9,4, 1.24477463310296E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS-OP_13_0944,12,9,3,-7.00644223320097E+0000, 0.00000000000000E+0000,,9,4, 1.24348166992757E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS_11_C_BD_NOR_F_0263,9,6,1, 1.76607058086034E+0000, 0.00000000000000E+0000,,NS_SS_13_0201,8,6,1,-1.14097963877543E+0000, 0.00000000000000E+0000,,8,2, 1.20476984080795E+0000, 0.00000000000000E+0000,,
OtsAC16NSNT_1006,9,NS-OP_13_0428,12,9,0, 1.17842907044249E+0001, 1.17842907044249E+0001,*,NS_Out_13_0090,12,9,3,-8.07258946699987E+0000, 0.00000000000000E+0000,,9,4, 1.17998517713025E+0000, 0.00000000000000E+0000,,
