Offspring ID,Loci typed,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1654,11,11,4,-9.88751017481144E+0000, 0.00000000000000E+0000,,12,4, 1.55336628156632E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0031,12,12,4,-1.08542251221821E+0001, 0.00000000000000E+0000,,12,4, 1.53523926485562E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1595,12,12,4,-1.10998936262889E+0001, 0.00000000000000E+0000,,12,4, 1.50521227267410E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0597,7,7,3,-9.35123027308748E+0000, 0.00000000000000E+0000,,12,3, 1.46318305334938E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0936,12,12,4,-1.11458183605781E+0001, 0.00000000000000E+0000,,12,4, 1.45549975135432E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1685,12,12,4,-1.19596764412820E+0001, 0.00000000000000E+0000,,12,4, 1.42274225668107E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0491,12,12,5,-1.08341434064711E+0001, 0.00000000000000E+0000,,12,5, 1.32287625069107E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0414,12,12,5,-1.34893922012490E+0001, 0.00000000000000E+0000,,12,5, 1.23737978058603E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1556,12,12,5,-1.18727513590539E+0001, 0.00000000000000E+0000,,12,5, 1.23482623732616E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1423,12,12,4,-6.21738906290081E+0000, 0.00000000000000E+0000,,12,5, 1.23193838506798E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0685,12,12,5,-1.31439623981522E+0001, 0.00000000000000E+0000,,12,5, 1.21790002484696E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0458,12,12,5,-1.27240525503972E+0001, 0.00000000000000E+0000,,12,5, 1.20403402428864E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0044,12,12,4,-8.13042995788095E+0000, 0.00000000000000E+0000,,12,5, 1.19042363084128E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1680,12,12,3,-2.95979702704698E+0000, 0.00000000000000E+0000,,12,5, 1.17140407374647E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1159,12,12,4,-8.63690671618077E+0000, 0.00000000000000E+0000,,12,5, 1.14227496578267E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1429,12,12,3,-2.87735627786515E+0000, 0.00000000000000E+0000,,12,5, 1.14142205859311E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1297,12,12,5,-1.48460639969245E+0001, 0.00000000000000E+0000,,12,5, 1.12476571666776E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_1018,12,12,4,-9.20065138306617E+0000, 0.00000000000000E+0000,,12,5, 1.09979906443539E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1216,12,12,4,-9.35308527650148E+0000, 0.00000000000000E+0000,,12,5, 1.09720666814770E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1245,12,12,5,-1.41085392904332E+0001, 0.00000000000000E+0000,,12,5, 1.08698032620365E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0675,12,12,5,-1.21259612296523E+0001, 0.00000000000000E+0000,,12,5, 1.08362945791869E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0104,12,12,4,-8.85111406494244E+0000, 0.00000000000000E+0000,,12,5, 1.08041014938749E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1237,12,12,4,-6.47145166411341E+0000, 0.00000000000000E+0000,,12,5, 1.07587821836969E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1460,12,12,5,-1.42181417766425E+0001, 0.00000000000000E+0000,,12,5, 1.05956529460989E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_0372,12,12,5,-1.47570337074054E+0001, 0.00000000000000E+0000,,12,5, 1.05015697332391E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1501,12,12,5,-1.49628834614505E+0001, 0.00000000000000E+0000,,12,5, 1.01809684238812E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0399,12,12,5,-1.42637222431445E+0001, 0.00000000000000E+0000,,12,5, 1.01741727939924E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0941,12,12,5,-1.50421827884989E+0001, 0.00000000000000E+0000,,12,5, 1.01676427646636E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_BD_092,12,12,5,-1.45292749599811E+0001, 0.00000000000000E+0000,,12,5, 1.01646857367434E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0371,12,12,5,-1.48019363969595E+0001, 0.00000000000000E+0000,,12,5, 1.00632908723608E+0001, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0939,12,12,5,-1.51795291456698E+0001, 0.00000000000000E+0000,,12,5, 9.96885112541855E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0505,12,12,5,-1.54201302226330E+0001, 0.00000000000000E+0000,,12,5, 9.88974257833788E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_BD_136,12,12,4,-8.26512329577990E+0000, 0.00000000000000E+0000,,12,5, 9.88532702430129E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0454,12,12,5,-1.39556609322096E+0001, 0.00000000000000E+0000,,12,5, 9.82746943861646E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1684,12,12,5,-1.31014315687382E+0001, 0.00000000000000E+0000,,12,5, 9.72647552529003E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0564,12,12,5,-1.45893622786501E+0001, 0.00000000000000E+0000,,12,5, 9.70311532877662E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1933,12,12,4,-1.13038392726968E+0001, 0.00000000000000E+0000,,12,5, 9.63011492271817E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1096,12,12,4,-1.06510784017045E+0001, 0.00000000000000E+0000,,12,5, 9.60532289801767E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1584,12,12,5,-1.63074950832399E+0001, 0.00000000000000E+0000,,12,5, 9.54792400095613E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_BD_645,12,12,5,-1.43536188836300E+0001, 0.00000000000000E+0000,,12,5, 9.53047119469067E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1356,12,12,5,-1.49114522221288E+0001, 0.00000000000000E+0000,,12,5, 9.51297146357015E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1700,12,12,5,-1.51386259090766E+0001, 0.00000000000000E+0000,,12,5, 9.50291846115672E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0232,12,12,5,-1.63301023032387E+0001, 0.00000000000000E+0000,,12,5, 9.46158812299827E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1099,12,12,5,-1.54921590654537E+0001, 0.00000000000000E+0000,,12,5, 9.40745833736624E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1429,12,12,5,-1.42484700776618E+0001, 0.00000000000000E+0000,,12,5, 9.40536441491231E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0045,12,12,5,-1.55937254445002E+0001, 0.00000000000000E+0000,,12,5, 9.37278570029154E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0561,12,12,4,-7.35123919439703E+0000, 0.00000000000000E+0000,,12,5, 9.03416134556631E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0037,12,12,5,-1.59819471740644E+0001, 0.00000000000000E+0000,,12,5, 9.00719280544144E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_1110,12,12,5,-1.59761546269189E+0001, 0.00000000000000E+0000,,12,5, 9.00627483400977E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0159,12,12,4,-1.13286483409388E+0001, 0.00000000000000E+0000,,12,5, 8.92210940757377E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_SS_14_0048,8,8,4,-1.47570047206457E+0001, 0.00000000000000E+0000,,12,4, 8.80589006473952E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_1101,12,12,5,-1.57440476524236E+0001, 0.00000000000000E+0000,,12,5, 8.61833406921093E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1714,12,12,4,-7.22152246357079E+0000, 0.00000000000000E+0000,,12,6, 8.00494511608373E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0098,12,12,5,-1.65533685020697E+0001, 0.00000000000000E+0000,,12,5, 7.89598025231400E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1181,12,12,4,-8.32922970309335E+0000, 0.00000000000000E+0000,,12,6, 7.89433196774494E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1656,12,12,5,-1.64528169008004E+0001, 0.00000000000000E+0000,,12,5, 7.84357055385281E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0987,12,12,5,-1.25443083694902E+0001, 0.00000000000000E+0000,,12,6, 7.56446965833310E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1682,12,12,5,-1.22637934803577E+0001, 0.00000000000000E+0000,,12,6, 7.28355991385299E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1947,12,12,5,-1.33111120958253E+0001, 0.00000000000000E+0000,,12,6, 7.15671665123348E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0771,12,12,6,-1.74052627574027E+0001, 0.00000000000000E+0000,,12,6, 7.12952527543963E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0766,10,10,4,-1.21495136427241E+0001, 0.00000000000000E+0000,,12,5, 6.91444492433765E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1722,12,12,6,-1.70350802352241E+0001, 0.00000000000000E+0000,,12,6, 6.88021070816758E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1675,12,12,4,-7.72145204186317E+0000, 0.00000000000000E+0000,,12,6, 6.70664708609152E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1479,12,12,6,-1.81622275115826E+0001, 0.00000000000000E+0000,,12,6, 6.69246534671110E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_1022,12,12,5,-1.42125438157503E+0001, 0.00000000000000E+0000,,12,6, 6.68728158481463E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1903,12,12,4,-6.70208470505600E+0000, 0.00000000000000E+0000,,12,6, 6.48096194565636E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0379,12,12,5,-1.21592554619992E+0001, 0.00000000000000E+0000,,12,6, 6.45433805260682E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0299,12,12,4,-7.83928504216355E+0000, 0.00000000000000E+0000,,12,6, 6.21379987897565E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1583,12,12,6,-1.80797405194874E+0001, 0.00000000000000E+0000,,12,6, 6.18004566660551E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC15NSNT_1387,12,12,6,-1.85771014200640E+0001, 0.00000000000000E+0000,,12,6, 6.12044410712273E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_C_AD_145,12,12,5,-1.34501626924072E+0001, 0.00000000000000E+0000,,12,6, 6.05573329237300E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1024,12,12,6,-1.81196207054911E+0001, 0.00000000000000E+0000,,12,6, 6.01619133471699E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0481,12,12,6,-1.78074820702331E+0001, 0.00000000000000E+0000,,12,6, 5.95379316498662E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0277,12,12,5,-1.34617856808549E+0001, 0.00000000000000E+0000,,12,6, 5.80086275353644E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_AD_252,12,12,6,-1.67820911431073E+0001, 0.00000000000000E+0000,,12,6, 5.77096863599354E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_BD_072,12,12,6,-1.79979748412771E+0001, 0.00000000000000E+0000,,12,6, 5.76255759104867E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0189,12,12,4,-8.59344709936413E+0000, 0.00000000000000E+0000,,12,6, 5.71345552375511E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_BD_025,12,12,5,-1.35193239739731E+0001, 0.00000000000000E+0000,,12,6, 5.70987456808974E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_AD_264,12,12,6,-1.84719934536853E+0001, 0.00000000000000E+0000,,12,6, 5.65361741174478E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1617,12,12,6,-1.56946724905508E+0001, 0.00000000000000E+0000,,12,6, 5.59768389034360E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS-OP_13_0163,12,12,5,-1.29759487674094E+0001, 0.00000000000000E+0000,,12,6, 5.57028766824499E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1110,12,12,4,-8.85271531590832E+0000, 0.00000000000000E+0000,,12,6, 5.56861416531623E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_OP_14_0626,12,12,5,-1.25853267611581E+0001, 0.00000000000000E+0000,,12,6, 5.52288534483594E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1422,12,12,5,-1.33788511483873E+0001, 0.00000000000000E+0000,,12,6, 5.51361277043869E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1564,12,12,6,-1.60003436739775E+0001, 0.00000000000000E+0000,,12,6, 5.49031624200960E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_Out_13_1580,12,12,4,-9.74756290123855E+0000, 0.00000000000000E+0000,,12,6, 5.47464002269468E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_SS_14_0076,12,12,6,-1.82939859882122E+0001, 0.00000000000000E+0000,,12,6, 5.47270219580391E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,NS_15_OP_AD_633,12,12,6,-1.93578306992257E+0001, 0.00000000000000E+0000,,12,6, 5.40459594352842E+0000, 0.00000000000000E+0000,,
OtsAC18NSNT_0009,12,NS-OP_13_1049,12,12,0, 2.42456575877792E+0001, 2.42456575877792E+0001,*,OtsAC14NSNT_1868,12,12,5,-1.40314293314530E+0001, 0.00000000000000E+0000,,12,6, 5.34748765231692E+0000, 0.00000000000000E+0000,,
