Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1739,12,12,1, 7.10822135662792E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1763,12,12,2, 5.69113896962963E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1439,12,12,2, 5.36923969377688E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1860,12,12,2, 4.59083235069551E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1091,12,12,2, 4.46250239324893E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2087,12,12,2, 4.17106037608883E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_2015,12,12,2, 3.93216423935237E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2563,12,12,2, 3.39527490109280E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1828,12,12,2, 3.29740220233888E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_2016,12,12,2, 2.05365006354157E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1050,12,12,3, 5.69919301842772E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1898,12,12,3, 1.00703426909949E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0022,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1524,12,12,3, 2.13516386752067E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0023,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1952,12,12,0, 1.30070369320805E+0001, 1.30070369320805E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0023,12,,0,0,0, 0.00000000000000E+0000,AC17NSNT_1214,12,12,2, 1.86209372036905E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0024,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1287,12,12,0, 1.34991055394052E+0001, 1.34991055394052E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0024,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1708,12,12,3, 6.26428578410917E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0024,12,,0,0,0, 0.00000000000000E+0000,OtsAC17NSNT_1869,12,12,2, 6.19372451351635E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0024,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1877,12,12,2, 3.28358147780326E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0026,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2297,12,12,1, 1.17813663887890E+0001, 1.17813663887890E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0026,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1579,12,12,2, 4.23974924076813E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0026,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1767,12,12,3, 1.43597072913727E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0027,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1413,12,12,0, 1.73452673380457E+0001, 1.73452673380457E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0027,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1593,12,12,0, 1.49723579464885E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0027,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1973,12,12,2, 5.86013530954236E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0027,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1100,11,11,2, 2.92355953291677E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0027,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1308,12,12,3, 2.66123380203661E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0027,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2041,12,12,2, 2.25681231707953E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0028,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1139,12,12,0, 1.69385988784825E+0001, 1.69385988784825E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0028,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1929,12,12,1, 1.20016286234077E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0028,12,,0,0,0, 0.00000000000000E+0000,OtsAC17NSNT_2317,12,12,2, 3.18838701529724E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0028,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1968,12,12,2, 1.89097214419420E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0028,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1159,12,12,3, 1.07245039077199E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0029,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1708,12,12,0, 1.69371886069937E+0001, 1.69371886069937E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0029,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2656,12,12,0, 1.31002772146904E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0029,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1109,12,12,2, 2.71300864755415E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0029,12,,0,0,0, 0.00000000000000E+0000,OtsAC17NSNT_2945,12,12,2, 2.13089517364945E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0029,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1176,12,12,2, 2.01339607412675E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0029,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1902,12,12,2, 8.02067393449720E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0030,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1373,12,12,0, 1.37658688769781E+0001, 1.37658688769781E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0030,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1329,12,12,1, 7.75462449892466E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0030,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1806,12,12,2, 1.68408318177669E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0030,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2162,12,12,2, 7.31070386198994E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0031,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2258,12,12,1, 8.39470896352051E+0000, 8.39470896352051E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0031,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1144,12,12,3, 2.53239613272763E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0032,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2267,12,12,0, 1.31147431958126E+0001, 1.31147431958126E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0032,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1205,12,12,1, 7.29902181044183E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0032,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2319,12,12,2, 4.60814107886266E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0032,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1919,12,12,2, 4.08486519884104E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0032,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1865,12,12,2, 2.81980645881786E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0032,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1952,12,12,3, 9.53559522731876E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0033,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_307,12,12,1, 1.12694446951092E+0001, 1.12694446951092E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0034,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2083,12,12,1, 1.31057295756827E+0001, 1.31057295756827E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0034,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1985,12,12,1, 8.91349957829270E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
AC20NSNT_0034,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2496,12,12,2, 5.31150411481407E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
