Offspring ID,Loci typed,Father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC17NSNT_2737,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2738,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1268,12,12,0, 2.59361759834132E+0001, 2.59361759834132E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2739,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0185,12,12,2, 4.24034097399000E+0000, 4.24034097399000E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2739,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1094,12,12,2, 2.54091191693200E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2739,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0267,12,12,2, 2.42916236246875E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2740,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0640,12,12,1, 8.56793970318076E+0000, 8.56793970318076E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2740,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1343,12,12,2, 3.27420431624710E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2740,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0634,7,7,1, 1.18549988785766E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2741,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0164,12,12,0, 1.87278240203307E+0001, 1.87278240203307E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2741,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1370,7,7,1, 1.38832989328018E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2743,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1044,12,12,3, 2.11115803970024E+0000, 2.11115803970024E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2743,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1087,12,12,3, 1.40277696133236E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2747,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0070,12,12,0, 1.32989846548468E+0001, 1.32989846548468E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2747,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0112,12,12,2, 3.19450146490605E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2749,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0681,12,12,2, 2.65755659960428E+0000, 2.65755659960428E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2750,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0210,12,12,1, 9.36263853476183E+0000, 9.36263853476183E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2752,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0084,12,12,0, 1.46523662650620E+0001, 1.46523662650620E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2753,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0073,12,12,0, 1.62288944183159E+0001, 1.62288944183159E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2753,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0037,12,12,2, 1.25585245748435E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2754,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0043,12,12,0, 2.05308369807443E+0001, 2.05308369807443E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2754,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0120,12,12,2, 5.51073857502275E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2755,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0285,12,12,0, 1.92917311017802E+0001, 1.92917311017802E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2756,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0041,12,12,3, 8.31888629980817E-0002, 8.31888629980817E-0002,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2757,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1278,12,12,0, 1.59312072353505E+0001, 1.59312072353505E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2759,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0989,12,12,0, 2.08838444899396E+0001, 2.08838444899396E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2761,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0081,12,12,3, 6.73343480112800E-0001, 6.73343480112800E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2761,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0605,12,12,2, 2.32644243401199E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2763,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2768,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_0130,12,12,2, 3.12252239651672E+0000, 3.12252239651672E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0162,12,12,2, 5.12804469774472E+0000, 5.12804469774472E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0227,12,12,2, 4.53948018565470E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0242,12,12,2, 4.53446099517578E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0723,12,12,2, 8.18576193647784E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2772,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1078,12,12,0, 1.73633749924483E+0001, 1.73633749924483E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2772,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0142,12,12,1, 1.12464838227697E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2778,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0005,12,12,0, 2.16028414874687E+0001, 2.16028414874687E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2778,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0695,12,12,3, 1.15068323807998E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2778,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1370,7,7,1, 6.61948773164703E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2779,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2780,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0444,12,12,2, 8.06660588763841E-0001, 8.06660588763841E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2781,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0971,12,12,1, 9.44778074046235E+0000, 9.44778074046235E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2782,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1659,12,12,0, 1.79846521285701E+0001, 1.79846521285701E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0954,12,12,0, 1.66086061224206E+0001, 1.66086061224206E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0095,12,12,2, 4.43226907989899E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1196,12,12,0, 1.77334827627121E+0001, 1.77334827627121E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1533,12,12,2, 4.44084003698095E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS_SS_13_0149,12,12,2, 3.48144360280884E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0211,12,12,2, 2.36496437699112E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0744,12,12,3, 1.95616984804904E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2787,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2791,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0706,12,12,0, 1.79706670545828E+0001, 1.79706670545828E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2791,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1489,12,12,1, 7.75423343665485E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2791,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0330,12,12,2, 8.76946785924402E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2791,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1579,12,12,2, 1.46573198796943E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2794,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0033,12,12,0, 1.44203173581318E+0001, 1.44203173581318E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2794,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1049,12,12,2, 2.57380156816599E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2794,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0042,12,12,2, 1.84150450185066E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2797,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0037,12,12,0, 1.48509399499394E+0001, 1.48509399499394E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2797,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0856,12,12,3, 1.87645849060635E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2798,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0306,12,12,0, 2.02980591895859E+0001, 2.02980591895859E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2798,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0017,12,12,1, 9.18393929597061E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2798,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0528,12,12,3, 7.28538885735204E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0226,12,12,0, 1.21070521623733E+0001, 1.21070521623733E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1370,7,7,1, 1.51011099758410E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0749,12,12,2, 3.92918607050119E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1071,12,12,3, 3.14902004998158E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0930,12,12,0, 1.56272976834434E+0001, 1.56272976834434E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1385,12,12,1, 1.10388602697755E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0714,12,12,2, 3.56108651588108E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1139,12,12,2, 1.94877707367979E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1213,12,12,2, 1.83548675040020E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2803,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0245,12,12,3, 7.78996730508712E-0001, 7.78996730508712E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2806,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2814,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1145,12,12,0, 1.83801723028121E+0001, 1.83801723028121E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2814,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0098,12,12,2, 2.68083397017014E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2816,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2820,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0194,12,12,0, 1.88858820337627E+0001, 1.88858820337627E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2820,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1043,12,12,1, 8.24023276338270E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2824,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2825,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0044,12,12,0, 1.82093407774352E+0001, 1.82093407774352E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2826,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0724,12,12,2, 3.32808490102474E+0000, 3.32808490102474E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2827,10,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2831,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1345,12,12,0, 1.22346658400616E+0001, 1.22346658400616E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2831,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0001,12,12,2, 3.92266327183168E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2831,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1381,12,12,2, 1.76820834394088E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2831,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1125,12,12,2, 1.00121166286159E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2831,12,,0,0,0, 0.00000000000000E+0000,NS_SS_14_0020,12,12,2, 7.56406832038918E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2831,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1541,12,12,2, 2.14315005244434E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2832,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0009,12,12,0, 1.49733942003645E+0001, 1.49733942003645E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
