Offspring ID,Loci typed,Mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC17NSNT_2698,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0049,12,12,0, 1.57020003300068E+0001, 1.57020003300068E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2698,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0547,12,12,2, 1.67952306180611E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2704,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0019,12,12,0, 2.08691195401817E+0001, 2.08691195401817E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2704,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1016,11,11,3, 6.41403530750765E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2706,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0810,12,12,0, 1.65847416594386E+0001, 1.65847416594386E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2706,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0738,12,12,3, 1.64261785078954E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2710,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1433,12,12,2, 1.30815511761394E+0000, 1.30815511761394E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2710,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0728,12,12,2, 6.65731824420658E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2712,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0878,12,12,3, 1.42291592963656E+0000, 1.42291592963656E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2714,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2718,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1020,12,12,1, 1.22602625701427E+0001, 1.22602625701427E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2719,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2722,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1667,12,12,0, 1.21222652886656E+0001, 1.21222652886656E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2722,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0396,12,12,2, 3.68022275934420E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2722,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1226,12,12,3, 1.32814456292140E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2724,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0222,12,12,0, 1.37632402989854E+0001, 1.37632402989854E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2724,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1085,12,12,2, 4.07874359674314E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2726,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0126,12,12,0, 1.33311841276510E+0001, 1.33311841276510E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2727,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1396,12,12,2, 4.19030762726336E+0000, 4.19030762726336E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2729,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2731,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0309,11,11,2, 2.12186926860673E+0000, 2.12186926860673E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2731,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0032,9,9,2, 2.41009297326327E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2731,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0569,12,12,2, 2.36065453013781E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2734,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0058,12,12,2, 2.49407192060619E+0000, 2.49407192060619E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2737,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2738,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1643,12,12,0, 1.48936414060857E+0001, 1.48936414060857E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2739,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0068,12,12,2, 3.85554765539680E+0000, 3.85554765539680E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2739,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1417,12,12,2, 1.94377970180122E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2739,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1496,12,12,2, 1.14663765796082E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2740,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0823,12,12,0, 1.47663942613883E+0001, 1.47663942613883E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2740,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0406,12,12,2, 3.85226328267406E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2740,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0202,12,12,2, 3.44586025734710E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2741,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0874,12,12,1, 8.99583333819047E+0000, 8.99583333819047E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2743,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2747,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0126,12,12,0, 1.79964012165149E+0001, 1.79964012165149E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2747,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0124,12,12,1, 5.98413252113495E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2747,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1031,12,12,2, 4.26950104717796E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2749,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0028,12,12,0, 1.31652430157306E+0001, 1.31652430157306E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2749,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1210,12,12,2, 2.70057707952711E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2749,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1133,12,12,2, 1.09399552519812E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2749,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0230,12,12,2, 1.04749442901748E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2750,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1146,12,12,2, 9.85105768293806E-0001, 9.85105768293806E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2750,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0162,12,12,2, 3.78140789702136E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2752,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0250,12,12,1, 1.08585001800382E+0001, 1.08585001800382E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2753,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0148,12,12,0, 1.75241449685928E+0001, 1.75241449685928E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2754,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0127,12,12,0, 1.42560867334008E+0001, 1.42560867334008E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2754,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1707,12,12,2, 4.13230932284579E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2755,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0284,12,12,0, 2.25236186351335E+0001, 2.25236186351335E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2755,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0384,12,12,2, 5.87558143414843E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2755,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1096,12,12,3, 2.63567486645830E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2755,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0717,12,12,3, 1.92516025423784E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2756,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0128,12,12,3, 2.09221156895689E-0001, 2.09221156895689E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2757,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1516,12,12,0, 1.39729848637852E+0001, 1.39729848637852E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2757,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1269,12,12,1, 9.33619708118609E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2757,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0255,12,12,2, 1.08777517797769E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2759,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1138,12,12,0, 1.80547682867165E+0001, 1.80547682867165E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2759,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0679,12,12,3, 9.83040397137646E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2761,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1511,12,12,2, 3.59896790919669E+0000, 3.59896790919669E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2763,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0088,12,12,3, 1.06948569561395E+0000, 1.06948569561395E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2768,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0250,12,12,1, 8.01179631017354E+0000, 8.01179631017354E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1734,12,12,1, 6.22804128708889E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0075,12,12,1, 6.20128400331775E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0334,12,12,2, 4.85802566851623E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_0071,12,12,2, 1.92105473335813E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0501,12,12,2, 1.61851261486944E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0299,12,12,2, 1.14856191300701E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0201,12,12,3, 1.12073880097426E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2771,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0294,12,12,2, 1.11342080573348E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2772,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1026,12,12,0, 1.98428002337547E+0001, 1.98428002337547E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2772,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0288,12,12,3, 5.14009154248552E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2772,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1015,12,12,3, 2.30298186118878E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2778,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0050,12,12,0, 1.83248994579725E+0001, 1.83248994579725E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2779,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1522,12,12,1, 1.94100359462321E+0000, 1.94100359462321E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2779,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1106,12,12,3, 1.78229194895088E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2780,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2781,12,,0,0,0, 0.00000000000000E+0000,NS-SS_12_0070,12,12,3, 9.69472703753455E-0001, 9.69472703753455E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2782,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1193,12,12,0, 1.31512380661350E+0001, 1.31512380661350E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2782,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1192,12,12,1, 8.58423530756876E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2782,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0772,12,12,2, 2.37626589818037E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2782,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1676,12,12,2, 7.62889216274072E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2782,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0324,12,12,2, 3.63553344352991E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0490,12,12,0, 1.55093039127191E+0001, 1.55093039127191E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1359,12,12,2, 4.67258615034197E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0891,12,12,2, 3.10457845344472E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0177,12,12,2, 1.32187933844343E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2784,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1591,12,12,3, 1.47630062665619E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1478,12,12,0, 1.79681612641203E+0001, 1.79681612641203E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2786,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0508,12,12,2, 3.22368610299105E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2787,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2791,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0765,12,12,0, 1.40625065035895E+0001, 1.40625065035895E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2791,12,,0,0,0, 0.00000000000000E+0000,NS_SS_14_0047,12,12,2, 2.02673208569311E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2794,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0129,12,12,0, 1.82679642034841E+0001, 1.82679642034841E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2794,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0216,12,12,3, 2.22032398615208E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2794,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0271,12,12,2, 1.64678214835496E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2797,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0247,12,12,0, 1.86021220261511E+0001, 1.86021220261511E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2798,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0094,12,12,3, 2.77612857496233E+0000, 2.77612857496233E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2798,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0503,12,12,3, 3.09985405596149E-0002, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0050,12,12,0, 1.95088700792976E+0001, 1.95088700792976E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1514,12,12,1, 5.22464171919125E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0194,12,12,2, 3.67838059063492E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0582,12,12,3, 1.18541421632308E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2801,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1695,12,12,2, 6.50334728067430E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0961,12,12,0, 1.30815225173551E+0001, 1.30815225173551E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1336,12,12,1, 5.10499966090877E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0479,12,12,2, 4.86994427258865E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0651,12,12,2, 2.52307957732603E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0340,12,12,2, 2.02294329713153E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2802,12,,0,0,0, 0.00000000000000E+0000,NS_Out_13_1219,12,12,2, 3.90419051070645E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2803,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1718,12,12,2, 7.60354066388414E-0001, 7.60354066388414E-0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2806,12,,0,0,0, 0.00000000000000E+0000,NS-OP_12_0128,12,12,2, 5.66901001549051E+0000, 5.66901001549051E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2806,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1871,12,12,2, 8.53818179289867E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2814,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_1126,12,12,0, 1.23012130815222E+0001, 1.23012130815222E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2816,12,,0,0,0, 0.00000000000000E+0000,
OtsAC17NSNT_2820,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0312,12,12,0, 1.77165003052386E+0001, 1.77165003052386E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC17NSNT_2820,12,,0,0,0, 0.00000000000000E+0000,NS-OP_13_0690,12,12,1, 1.01828934179563E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
