Offspring ID,Loci typed,Father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair top LOD,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio top LOD,Trio confidence
OtsAC19NSNT_0048,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1606,12,12,2, 1.32618489051921E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0048,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1802,12,12,2, 1.09704083918498E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0050,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1210,12,12,0, 1.71559422529605E+0001, 1.71559422529605E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0050,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1862,12,12,1, 9.86899476737122E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0050,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1862,12,12,2, 5.89411062554687E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0053,12,,0,0,0, 0.00000000000000E+0000,
OtsAC19NSNT_0054,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2425,12,12,3, 2.73466967721574E+0000, 2.73466967721574E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0062,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_356,12,12,0, 1.46719311251169E+0001, 1.46719311251169E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0062,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1850,12,12,1, 5.19883150296682E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0071,12,,0,0,0, 0.00000000000000E+0000,
OtsAC19NSNT_0073,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1754,12,12,1, 8.97315061788991E+0000, 8.97315061788991E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0073,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1620,12,12,2, 3.40440001580297E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0073,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1795,12,12,2, 3.29519018619802E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0073,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2475,12,12,2, 2.47945092068795E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0077,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2605,12,12,1, 4.81795507208202E+0000, 4.81795507208202E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0077,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1054,12,12,2, 3.57296902313000E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0077,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1094,12,12,2, 3.42372396944272E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0078,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1067,12,12,0, 1.87176011847389E+0001, 1.87176011847389E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0078,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1793,12,12,2, 5.09457198033880E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0078,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1293,12,12,3, 1.06871842874018E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0078,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1607,12,12,3, 2.49118617298228E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0080,12,,0,0,0, 0.00000000000000E+0000,OtsAC14NSNT_1861,12,12,0, 1.90490715095592E+0001, 1.90490715095592E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1077,12,12,0, 1.26715483437252E+0001, 1.26715483437252E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1660,12,12,2, 7.78680722639212E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1899,12,12,1, 6.40179740287566E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1892,12,12,2, 1.85401022242169E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1315,12,12,3, 1.79216571624446E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2453,12,12,3, 1.15186866694895E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0081,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2771,12,12,2, 8.72849226259365E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1203,12,12,0, 1.61673399248512E+0001, 1.61673399248512E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2207,12,12,1, 1.29773823496802E+0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1899,12,12,2, 7.68395654902141E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1527,12,12,2, 5.17381112569539E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_343,12,12,2, 4.33763288036415E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1325,12,12,3, 2.10827725517031E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1481,12,12,3, 1.70003106638784E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_2884,12,12,2, 1.24800990153452E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0082,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0423,12,12,3, 2.48228924185138E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0083,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1939,12,12,0, 1.74750339050045E+0001, 1.74750339050045E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0083,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1282,12,12,2, 6.54535746250325E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0083,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1837,12,12,2, 4.76739256658403E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0083,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1035,12,12,3, 7.34912245417143E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0085,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1946,12,12,1, 9.05464987884726E+0000, 9.05464987884726E+0000,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0085,12,,0,0,0, 0.00000000000000E+0000,OtsAC15NSNT_1612,12,12,2, 2.98868282947277E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0085,12,,0,0,0, 0.00000000000000E+0000,NS_OP_14_0378,12,12,2, 2.77587769350404E+0000, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0085,12,,0,0,0, 0.00000000000000E+0000,OtsAC16NSNT_1599,12,12,3, 6.52502507067022E-0001, 0.00000000000000E+0000,,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
OtsAC19NSNT_0090,12,,0,0,0, 0.00000000000000E+0000,NS_15_OP_AD_387,12,12,0, 1.80519075969969E+0001, 1.80519075969969E+0001,*,0,0, 0.00000000000000E+0000, 0.00000000000000E+0000,,
